cell_id,x,y,sample_id,condition,genotype,cell_type,niche_k12,niche_k8,niche_k10
output-XETG00045__0059976__litt_24h__20250725__091031_fgkliddh-1,3593.17333984375,13245.572265625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fglehagn-1,3577.5576171875,13382.8388671875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fglehhgb-1,3576.482177734375,13393.810546875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Outer Root Sheath Keratinocyte (Sox9+ Trp63+),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fglfioig-1,3554.28759765625,13351.5185546875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Neat1 stress),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fglhcfjo-1,3550.606201171875,13360.896484375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fglhgffg-1,3541.843017578125,13395.8232421875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stress-Activated Basal Keratinocyte (proteotoxic),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fglhidll-1,3552.205322265625,13391.232421875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Macrophage (IFN+ M1/M2),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgljbejb-1,3539.09765625,13402.998046875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (perivascular LPL),6,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fgljfmia-1,3539.77734375,13387.599609375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Macrophage (Arg1+ glycolytic),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgljleln-1,3589.661865234375,13349.0927734375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Keratinocyte (proliferative progenitor),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fglnikim-1,3584.924560546875,13354.845703125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (complement signaling),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgloikpj-1,3579.771728515625,13348.94921875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Fibroblast (Lmna perivascular),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgmcnfom-1,3622.45068359375,13289.271484375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (MMP chemokine),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fgmnjpme-1,3597.44921875,13360.5205078125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (perivascular LPL),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgnbmeod-1,3600.213623046875,13346.978515625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Keratinocyte (HF-stem stress),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgncbmfg-1,3598.585205078125,13353.4150390625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Activated Endothelial Cell,6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgnfcfao-1,3547.4619140625,13294.9365234375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Acute Graft-Response Macrophage,6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgnfndcb-1,3544.751708984375,13367.6953125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgnhbgji-1,3545.4130859375,13352.4267578125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Activated Endothelial Cell,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgnnlgdo-1,3543.638916015625,13358.6826171875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Keratinocyte (hemidesmosome collapse),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgnpgene-1,3548.420166015625,13356.0478515625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stressed Skeletal Muscle Fiber (glycolytic),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgocmdcb-1,3523.5498046875,13341.037109375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Neat1 stress),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgodbhob-1,3539.220458984375,13338.18359375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Immunoregulatory Myeloid Cell (CXCL12-high),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgojkghj-1,3132.118408203125,12693.9990234375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),10,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fgonbdge-1,3182.4521484375,12701.6279296875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stress-Activated Basal Keratinocyte (proteotoxic),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fgoofkcb-1,3189.90673828125,12701.748046875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Keratinocyte (hemidesmosome collapse),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgooknhh-1,3183.334228515625,12706.2958984375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Epithelial Cell (Trp63+),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fgopgiea-1,3174.589111328125,12702.859375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Keratinocyte (LGR5+ SOX9+),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fgpaddjg-1,3169.90087890625,12701.4033203125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Neat1 stress),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fgpdfogf-1,3164.53466796875,12705.8857421875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Keratinocyte (HF-stem stress),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fgpgdheb-1,3166.90771484375,12710.8310546875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Keratinocyte (hemidesmosome collapse),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fgphainc-1,3176.0576171875,12709.017578125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Epithelial Cell (Trp63+),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fgpmldbe-1,3171.9580078125,12711.3037109375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Hair Follicle Keratinocyte (stem cell),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fgpoiheg-1,3179.550048828125,12742.169921875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Fibroblast (fetal PDGFRA),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fgppppll-1,3176.83203125,12763.189453125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fhadfjje-1,3172.828369140625,12729.28125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fhafgfob-1,3178.054931640625,12714.560546875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Epidermal Keratinocyte (stress-responsive),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fhaglomh-1,3189.052490234375,12715.0439453125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fhapmkkj-1,3186.076416015625,12710.6982421875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fhappiio-1,3178.681396484375,12711.140625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stress-Responsive Epithelial Cell (TP63- KRT71+),1,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fhbeacgi-1,3367.400146484375,12860.642578125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Fibroblast (fetal PDGFRA),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhbgaokp-1,3379.052978515625,12792.99609375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (MMP chemokine),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhbmfpdc-1,3398.30615234375,12879.09765625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Capillary Endothelial Cell,0,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhbodnlm-1,3401.348876953125,12872.1474609375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Arg1+ Macrophage,0,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhbplogj-1,3390.75146484375,12871.45703125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Keratinocyte (proliferative progenitor),0,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhchnnel-1,3384.611572265625,12802.9892578125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Macrophage (TREM2+ resident),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhcjpjfg-1,3394.632568359375,12763.6337890625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhdmkhoi-1,3285.137939453125,12733.8134765625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (perivascular LPL),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhdpfkof-1,3286.278564453125,12709.814453125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Col1a2 inflammatory),9,5,2
output-XETG00045__0059976__litt_24h__20250725__091031_fhebonjj-1,3281.2314453125,12744.2861328125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Fibroblast (activated inflammatory),9,5,2
output-XETG00045__0059976__litt_24h__20250725__091031_fhekpemk-1,3230.7822265625,12735.5517578125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fhfcjegf-1,3387.192138671875,12747.0283203125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhfdoded-1,3395.35546875,12742.66796875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Endothelial Cell (early EndMT),0,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhfnbkoe-1,3325.828125,12723.890625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (MMP chemokine),9,5,2
output-XETG00045__0059976__litt_24h__20250725__091031_fhgaanlf-1,3341.45458984375,12738.1806640625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhgbkheb-1,3355.717529296875,12749.4287109375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Wound-Associated Macrophage,9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhgeccmp-1,3351.25,12741.208984375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Macrophage (TREM2+ resident),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhgecfii-1,3241.457275390625,12724.3662109375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (MMP chemokine),9,5,2
output-XETG00045__0059976__litt_24h__20250725__091031_fhghbbaj-1,3308.020263671875,12736.087890625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Fibroblast (activated inflammatory),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhgihgjm-1,3264.5419921875,12727.5263671875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Neat1 stress),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhgijhhn-1,3246.437255859375,12718.951171875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhginpdf-1,3194.880126953125,12701.07421875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Epithelial Cell (Trp63+),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fhgjacfi-1,3200.182861328125,12703.4287109375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Epithelial Cell (Trp63+),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fhglaghd-1,3197.940185546875,12710.6220703125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Neat1 stress),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fhglfomk-1,3266.8505859375,12692.591796875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fhgpndmk-1,3206.5859375,12704.0439453125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Basal Keratinocyte (HF-stem stress),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_fhhajcbb-1,3255.74169921875,12700.7041015625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Col1a2 inflammatory),9,5,2
output-XETG00045__0059976__litt_24h__20250725__091031_fhhbfmda-1,3212.392578125,12708.1904296875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,DAMP-Responsive Macrophage,9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhhbndpc-1,3196.05859375,12716.1904296875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Activated Dermal Fibroblast (Col1a2 ER-stress),10,0,1
output-XETG00045__0059976__litt_24h__20250725__091031_fhhckfgk-1,3208.089111328125,12714.6845703125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Pdgfra complement),10,6,2
output-XETG00045__0059976__litt_24h__20250725__091031_fhhepoon-1,3223.313720703125,12716.2392578125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Lipid-Associated Macrophage,9,5,2
output-XETG00045__0059976__litt_24h__20250725__091031_fhhhihai-1,3211.582275390625,12720.8955078125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Macrophage (TREM2+ resident),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fhignjhk-1,3228.577880859375,13057.0537109375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stromal Fibroblast,1,0,7
output-XETG00045__0059976__litt_24h__20250725__091031_fhinbmke-1,3268.272705078125,13045.3232421875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Inflammatory Macrophage (Fcgr1+ primed),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fhipmhbj-1,3272.418212890625,13048.705078125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Outer Root Sheath Keratinocyte (Sox9+ Trp63+),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fhjbcifd-1,3263.3466796875,13058.3076171875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,"Keratinocyte (Trp63+, basal)",1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fhjgibme-1,3397.295166015625,12921.806640625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Wound-Associated Macrophage,9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhjpedgf-1,3404.161376953125,13041.0625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Tissue-Resident Macrophage (Grn+ CD163+),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fhkacldm-1,3244.782958984375,13006.9638671875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Macrophage (Arg1+ glycolytic),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fhkahdeb-1,3259.885498046875,13001.2197265625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Epithelial Progenitor Cell (Lgr5+ Sox9+),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fhkdgkah-1,3250.7783203125,13004.3525390625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Epidermal Keratinocyte (stress-responsive),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fhkhhcli-1,3266.6865234375,13005.609375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stressed Skeletal Muscle Fiber (glycolytic),1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fhkjncfd-1,3239.189697265625,13016.9638671875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Arg1+ Macrophage,1,6,7
output-XETG00045__0059976__litt_24h__20250725__091031_fhlipfge-1,3191.038818359375,12905.423828125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Col1a2 inflammatory),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fhljhapa-1,3195.23046875,12872.4814453125,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (Neat1 stress),6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fhnnpmnf-1,3236.720703125,12781.138671875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (complement graft),9,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_fhopichj-1,3249.00146484375,12863.4697265625,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (complement graft),9,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fhopkjda-1,3237.998779296875,12860.357421875,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Dermal Fibroblast (perivascular LPL),9,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_fhphkcjf-1,3289.71533203125,12837.2021484375,output-XETG00045__0059976__litt_24h__20250725__091031_2,litt_24h,litt,Stromal Fibroblast,9,5,6
