cell_id,x,y,sample_id,condition,genotype,cell_type,niche_k12,niche_k8,niche_k10
output-XETG00045__0059976__cre_72h__20250725__091031_encppfkf-1,5404.52978515625,2041.793701171875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (activated inflammatory),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_endbbojj-1,5153.53955078125,1988.9593505859373,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Capillary Endothelial Cell,6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_endefmgi-1,5158.0263671875,1980.1866455078125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (Lmna perivascular),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_endfonmo-1,5158.45849609375,1994.3409423828125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Endothelial Cell (early EndMT),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_endfonnc-1,5167.279296875,2000.2939453125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (Lmna perivascular),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_endgpfcl-1,5163.9375,2029.8094482421875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Capillary Endothelial Cell,6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_endlgmjk-1,5187.74365234375,1977.97705078125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Activated Dermal Fibroblast (Col1a2 ER-stress),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eneomgdg-1,5248.7314453125,2024.884521484375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (activated inflammatory),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enepfkhp-1,5250.06494140625,2031.23046875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Col1a2 inflammatory),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enfaendo-1,5256.615234375,2027.699951171875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (fetal PDGFRA),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enfgpakm-1,5267.45556640625,2061.829345703125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (fetal PDGFRA),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enfkliih-1,5259.34130859375,2052.81298828125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Hair Follicle Keratinocyte (stem cell),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_engegflp-1,5269.7109375,2036.771240234375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enhjbiif-1,5276.49462890625,1990.30615234375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enidcjgj-1,5253.810546875,2013.6087646484373,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (perivascular LPL),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enihlfgg-1,5195.16259765625,1997.8272705078125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (Lmna perivascular),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eniljeda-1,5204.02099609375,1998.421875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (perivascular LPL),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enilnlgk-1,5198.6650390625,1989.6844482421875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Col1a2 inflammatory),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enilohlf-1,5207.6787109375,1986.88623046875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eninjaij-1,5216.51708984375,1998.70703125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Macrophage (CD68+ phagocytic),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enionono-1,5211.5859375,1994.375244140625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enjamjcf-1,5259.9794921875,1983.907470703125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Activated Dermal Fibroblast (Col1a2 ER-stress),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enjcbcgo-1,5271.17236328125,1984.4796142578125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Activated Dermal Fibroblast (Col1a2 ER-stress),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enjenlkb-1,5247.73974609375,1992.16259765625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (perivascular LPL),0,5,6
output-XETG00045__0059976__cre_72h__20250725__091031_enjjdegb-1,5269.31640625,1997.0089111328125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Pdgfra complement),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enjlcgla-1,5217.78759765625,1984.9527587890625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Monocytic MDSC (Ccr2+),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enkgjage-1,5221.58154296875,1981.0435791015625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Neat1 stress),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enkhkhjm-1,5213.64208984375,1976.646240234375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Neat1 stress),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enkjdihh-1,5212.6845703125,1982.0599365234373,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Outer Root Sheath Keratinocyte (Sox9+ Trp63+),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enkmbglb-1,5201.52001953125,1980.861083984375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Macrophage (TREM2+ resident),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enlkhaml-1,5243.482421875,2012.985107421875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Col1a2 inflammatory),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enlmmkfd-1,5231.07666015625,1997.681640625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Macrophage (TREM2+ resident),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enmcdbkg-1,5237.76220703125,2000.4644775390625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (fetal PDGFRA),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enmgielf-1,5222.05712890625,2007.196044921875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (activated inflammatory),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_ennenikh-1,5216.4453125,2085.19140625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (complement signaling),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enpiepbe-1,5149.212890625,2093.432861328125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (interferon macrophage),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_enpnfcpi-1,5153.68603515625,2104.010009765625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (complement signaling),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eoaainab-1,5167.0234375,2105.92529296875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Col1a2 inflammatory),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eoabfppk-1,5172.51708984375,2090.315185546875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Endothelial Cell (partial EndMT),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eoahccdf-1,5165.9150390625,2092.53662109375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Activated Endothelial Cell,6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eobdgeca-1,5248.91943359375,2108.229248046875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Endothelial Cell (angiogenic pericyte),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eobfgjbb-1,5240.1962890625,2135.513916015625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Keratinocyte (Klf5+ Gata3+),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eobfgpnj-1,5238.01025390625,2126.856201171875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Keratinocyte (hemidesmosome collapse),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eobhaggo-1,5242.84375,2124.2373046875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Macrophage (CD68+ phagocytic),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eobibfll-1,5239.638671875,2118.6005859375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Interferon-Activated Macrophage,5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eobnanai-1,5206.51806640625,2129.64404296875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Stress-Activated Basal Keratinocyte (proteotoxic),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eocabhid-1,5201.65087890625,2112.53076171875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (Lmna perivascular),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eocbcbbi-1,5229.47314453125,2137.06494140625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Proliferating Keratinocyte,5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eocfaffg-1,5233.935546875,2131.073486328125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Keratinocyte (Klf5+ Gata3+),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eocgbhmn-1,5229.36962890625,2126.33544921875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Epithelial Cell (Trp63+),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eocincoe-1,5201.9111328125,2104.1328125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Activated Dermal Fibroblast (Col1a2 ER-stress),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eoclnlhe-1,5228.05029296875,2101.36181640625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Macrophage (TREM2+ resident),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eocmnggh-1,5220.65625,2092.47412109375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Macrophage (TREM2+ resident),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eocpfkai-1,5085.5517578125,2108.1474609375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,"Keratinocyte (Trp63+, basal)",5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eocpgmip-1,5122.03857421875,2123.2177734375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Keratinocyte (proliferative progenitor),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eodacnan-1,5102.72265625,2124.31787109375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Keratinocyte (proliferative wound),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eodaiifg-1,5110.62744140625,2114.414306640625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Endothelial Cell (early EndMT),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eodhmmjp-1,5103.10888671875,2132.53759765625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Keratinocyte (Epcam+ Cd44-high),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eodipeml-1,5123.2724609375,1976.0050048828125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,"Epidermal Keratinocyte (DSG1+, E-cad+)",5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eodjilcp-1,5110.546875,1990.07275390625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Keratinocyte (Klf5+ Gata3+),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eodmfmna-1,5110.7060546875,1985.6790771484373,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,"Keratinocyte (E-cad+, suprabasal)",5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eodpldod-1,5079.09814453125,1995.1905517578125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,"Epidermal Keratinocyte (DSG1+, E-cad+)",5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eoeapjjf-1,5099.62744140625,1995.474853515625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Keratinocyte (proliferative wound),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eoecefan-1,5088.8740234375,2002.1719970703125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Keratinocyte (Klf5+ Gata3+),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eoedhoem-1,5138.04296875,1991.7122802734373,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Capillary Endothelial Cell,6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eoefmedj-1,5153.10400390625,1996.9862060546875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Endothelial Cell (early EndMT),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eoenanhg-1,5137.55078125,1984.353271484375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Endothelial Cell (early EndMT),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eoenekca-1,5092.65625,2060.1484375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Keratinocyte (proliferative progenitor),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eofcfdgj-1,5105.048828125,2055.864990234375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Keratinocyte (Klf5+ Gata3+),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eofffbdg-1,5098.02880859375,2060.056396484375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Keratinocyte (Epcam+ Cd44-high),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eofgmikk-1,5121.58447265625,2052.132568359375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Epithelial Cell (Trp63+),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eofhgiod-1,5122.86572265625,2057.13623046875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Stress-Responsive Epithelial Cell (TP63- KRT71+),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eofkopbp-1,5078.044921875,2058.980712890625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (Lmna perivascular),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eoflhgec-1,5146.90185546875,2010.6611328125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (Lmna perivascular),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eofnaegf-1,5141.42529296875,2012.3583984375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (perivascular LPL),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eogaomjl-1,5148.779296875,2022.63232421875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Keratinocyte (proliferative progenitor),5,2,7
output-XETG00045__0059976__cre_72h__20250725__091031_eogcppop-1,5145.7587890625,2034.7994384765625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Keratinocyte (LGR5+ SOX9+),1,6,7
output-XETG00045__0059976__cre_72h__20250725__091031_eogdodjo-1,5131.0205078125,2046.221923828125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Stressed Skeletal Muscle Fiber (glycolytic),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eogfghce-1,5140.521484375,2041.779541015625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Neat1 stress),5,0,9
output-XETG00045__0059976__cre_72h__20250725__091031_eogfihjc-1,5140.58349609375,2021.5650634765625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,"Keratinocyte (Trp63+, basal)",5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eogihcib-1,5131.8759765625,2025.35498046875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Keratinocyte (Klf5+ Gata3+),5,0,9
output-XETG00045__0059976__cre_72h__20250725__091031_eogijmej-1,5112.341796875,2008.74755859375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,IFNγ-Conditioned Macrophage,6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eogilhkg-1,5125.8447265625,2007.4036865234373,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Neat1 stress),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eogjjcfm-1,5122.046875,2003.1619873046875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (fetal PDGFRA),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eohaljed-1,5068.8623046875,2030.58056640625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Macrophage (CD68+ phagocytic),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eohcnmbp-1,5079.26708984375,2033.51220703125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Activated Dermal Fibroblast (Col1a2 ER-stress),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eoheaajm-1,5104.6943359375,2047.4072265625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Arg1+ Macrophage,5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eohellgg-1,5112.1240234375,2039.2376708984373,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,"Keratinocyte (E-cad+, suprabasal)",5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eohfgfip-1,5119.0322265625,2031.15625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Arg1+ Macrophage,5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eohfjpco-1,5110.484375,2027.5277099609373,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (Lmna perivascular),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eohgfglp-1,5078.79443359375,2007.994140625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Keratinocyte (Epcam+ Cd44-high),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eohifkce-1,5068.3095703125,2018.91259765625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Epithelial Cell (Trp63+),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eohkjijl-1,5064.1806640625,2002.824951171875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Basal Keratinocyte (Epcam+ Cd44-high),5,2,9
output-XETG00045__0059976__cre_72h__20250725__091031_eohpcdin-1,6102.67333984375,992.0654296875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Pdgfra complement),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eojndkmi-1,6023.27490234375,1089.5819091796875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eojooeld-1,6018.28955078125,1084.3216552734375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Col1a2 inflammatory),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eojpodml-1,6029.7041015625,1083.19677734375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eokboeeh-1,6028.39794921875,1096.8990478515625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Col1a2 inflammatory),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eokddgid-1,6021.82568359375,1107.2177734375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (Lmna perivascular),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eokgdekh-1,6029.4482421875,1106.0069580078125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Macrophage (TREM2+ resident),6,0,2
output-XETG00045__0059976__cre_72h__20250725__091031_eokhccgn-1,6032.6943359375,1086.66943359375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Stressed Skeletal Muscle Fiber (glycolytic),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eokhggbm-1,6040.333984375,1086.4820556640625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (activated inflammatory),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eokhggmh-1,6034.28173828125,1092.0672607421875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (Lmna perivascular),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eokkengn-1,6047.80126953125,1104.749267578125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Neat1 stress),10,0,1
output-XETG00045__0059976__cre_72h__20250725__091031_eokliede-1,6043.25634765625,1098.6319580078125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Endothelial Cell (early EndMT),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eokloomp-1,6036.6279296875,1098.977294921875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (Lmna perivascular),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eoknpjem-1,6038.24365234375,1080.9501953125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eokpejog-1,6036.1103515625,1075.891845703125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eokphgpg-1,6043.8193359375,1077.4281005859375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eokpljjd-1,6055.50830078125,1103.089599609375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (Lmna perivascular),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eoldcbfc-1,6046.90283203125,1100.1214599609375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Pdgfra complement),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eolfbgaf-1,6052.70458984375,1098.6878662109375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (Col1a2 inflammatory),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eolfkgin-1,6051.03564453125,1093.369140625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Activated Dermal Fibroblast (Col1a2 ER-stress),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eolghlhf-1,6043.7353515625,1091.955810546875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Endothelial Cell (early EndMT),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eolgldfg-1,6046.4130859375,1086.1558837890625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (Lmna perivascular),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eoligffi-1,6052.505859375,1080.1864013671875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eolijlkf-1,6057.259765625,1083.9742431640625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eoljbnjc-1,6048.59375,1074.280517578125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eoljkdmi-1,6057.70361328125,1074.7574462890625,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eoljnpof-1,6054.5205078125,1066.97314453125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Endothelial Cell (partial EndMT),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eomeokgc-1,6060.9052734375,1090.55908203125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (complement graft),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eomfnpek-1,6061.1259765625,1070.2354736328125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Endothelial Cell (partial EndMT),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eonejhfe-1,5967.7783203125,1102.9666748046875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Dermal Fibroblast (complement interferon),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eonheaii-1,5959.3251953125,1107.6436767578125,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eonjfngj-1,5963.87841796875,1104.5457763671875,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Stress-Activated Basal Keratinocyte (proteotoxic),10,6,1
output-XETG00045__0059976__cre_72h__20250725__091031_eonjkgek-1,5955.15185546875,1102.7064208984375,output-XETG00045__0059976__cre_72h__20250725__091031_0,cre_72h,cre,Fibroblast (Lmna perivascular),10,6,1
