,comparison,gene,logfoldchange,pval,pval_adj
3428,Pdl1_wt+C57_vs_Pdl1_cre,Fam13b,-0.46866408,7.116026074338959e-91,2.2139730595488397e-90
3429,Pdl1_wt+C57_vs_Pdl1_cre,Fah,-0.64514077,6.836039440329932e-91,2.128184915316644e-90
3430,Pdl1_wt+C57_vs_Pdl1_cre,Fbxw11,0.06947965,6.143351850242292e-91,1.9137286473125648e-90
3431,Pdl1_wt+C57_vs_Pdl1_cre,Setdb1,-0.26971063,5.192622344899246e-91,1.618572070894497e-90
3432,Pdl1_wt+C57_vs_Pdl1_cre,Cpox,-0.1480919,3.4638863161055075e-91,1.080387221085618e-90
3433,Pdl1_wt+C57_vs_Pdl1_cre,Pitpnm1,-0.39330247,3.4095800802751916e-91,1.0641120873976065e-90
3434,Pdl1_wt+C57_vs_Pdl1_cre,Cdk8,-0.49721387,2.8489996707275357e-91,8.897125609271393e-91
3435,Pdl1_wt+C57_vs_Pdl1_cre,Mcph1,-0.13956217,1.6740903025172615e-91,5.231270945319233e-91
3436,Pdl1_wt+C57_vs_Pdl1_cre,Itga1,0.04714615,1.4866276967277588e-91,4.648381167907033e-91
3437,Pdl1_wt+C57_vs_Pdl1_cre,Prpsap2,-0.28557184,2.9457061750302283e-92,9.216378195125828e-92
3438,Pdl1_wt+C57_vs_Pdl1_cre,Mpc1,-0.7079912,2.826144309251245e-92,8.847828900632727e-92
3439,Pdl1_wt+C57_vs_Pdl1_cre,Wwox,-0.25698912,1.898932497540398e-92,5.9487209528706084e-92
3440,Pdl1_wt+C57_vs_Pdl1_cre,Col4a5,0.058469787,1.5802760276776963e-92,4.9535765776797414e-92
3441,Pdl1_wt+C57_vs_Pdl1_cre,Ric8b,-0.81131613,6.473472616707798e-93,2.0304639047142378e-92
3442,Pdl1_wt+C57_vs_Pdl1_cre,Clcn4,-1.6750664,3.740714199195111e-93,1.1740448452144656e-92
3443,Pdl1_wt+C57_vs_Pdl1_cre,Cenpe,-0.47133812,3.4046045644468783e-93,1.0692252477804938e-92
3444,Pdl1_wt+C57_vs_Pdl1_cre,Rab23,-0.49327642,1.7683579639248916e-93,5.55706212643315e-93
3445,Pdl1_wt+C57_vs_Pdl1_cre,Mapk9,-0.8849415,1.4273262571097348e-93,4.488187966765912e-93
3446,Pdl1_wt+C57_vs_Pdl1_cre,Parva,0.12122111,1.1808690446268637e-93,3.7155439581408423e-93
3447,Pdl1_wt+C57_vs_Pdl1_cre,Aip,-0.5274037,8.759087443329915e-94,2.759470845897392e-93
3448,Pdl1_wt+C57_vs_Pdl1_cre,Slc25a22,-0.09058807,5.991176198807423e-94,1.8886541593973529e-93
3449,Pdl1_wt+C57_vs_Pdl1_cre,Cdc73,-0.18183212,4.1336427010530344e-94,1.303907710237649e-93
3450,Pdl1_wt+C57_vs_Pdl1_cre,Maip1,-0.52424157,3.89665328972738e-94,1.2299272615621227e-93
3451,Pdl1_wt+C57_vs_Pdl1_cre,Tceal9,0.10636576,2.2592334662161528e-94,7.135471755128114e-94
3452,Pdl1_wt+C57_vs_Pdl1_cre,Erg28,-0.7107097,2.2406892640835e-94,7.081370237375e-94
3453,Pdl1_wt+C57_vs_Pdl1_cre,Appl1,0.24347079,1.29716812482414e-94,4.102099578565789e-94
3454,Pdl1_wt+C57_vs_Pdl1_cre,Clock,0.03160817,6.226270028524573e-95,1.9702090874079654e-94
3455,Pdl1_wt+C57_vs_Pdl1_cre,Trim32,-0.47903648,2.4363863105185454e-95,7.714452795987247e-95
3456,Pdl1_wt+C57_vs_Pdl1_cre,Ess2,-0.6703935,2.2216658315884875e-95,7.039024780336689e-95
3457,Pdl1_wt+C57_vs_Pdl1_cre,Cybc1,-0.42195806,2.0403905349422798e-95,6.468774552198261e-95
3458,Pdl1_wt+C57_vs_Pdl1_cre,Tgif2,-1.8568223,1.652909459376118e-95,5.243640528286974e-95
3459,Pdl1_wt+C57_vs_Pdl1_cre,Ahr,-0.4479276,1.2147392888003457e-95,3.85604621416267e-95
3460,Pdl1_wt+C57_vs_Pdl1_cre,Rgmb,0.086918116,5.548796764193304e-96,1.7625175508598783e-95
3461,Pdl1_wt+C57_vs_Pdl1_cre,Smarca5,0.1320943,5.343451950133758e-96,1.6983695531663234e-95
3462,Pdl1_wt+C57_vs_Pdl1_cre,Dnajb6,-0.24094772,5.079887360152711e-96,1.615623641990119e-95
3463,Pdl1_wt+C57_vs_Pdl1_cre,Erbb3,0.07919078,6.138720258502325e-97,1.9536194287388837e-96
3464,Pdl1_wt+C57_vs_Pdl1_cre,Nsmf,-0.2927439,4.3361265937436626e-97,1.3817090851865547e-96
3465,Pdl1_wt+C57_vs_Pdl1_cre,Smurf1,-0.052167628,2.425819801118416e-97,7.734811416814516e-97
3466,Pdl1_wt+C57_vs_Pdl1_cre,Alx1,-1.8079175,3.7756758433212094e-98,1.204654765561885e-97
3467,Pdl1_wt+C57_vs_Pdl1_cre,Rbl1,-1.4548008,2.2874400400852858e-98,7.302885740221263e-98
3468,Pdl1_wt+C57_vs_Pdl1_cre,Adgra3,0.38035,2.180653880559717e-98,6.966402888373927e-98
3469,Pdl1_wt+C57_vs_Pdl1_cre,Champ1,-0.49805754,1.6837961495947233e-98,5.382556529291944e-98
3470,Pdl1_wt+C57_vs_Pdl1_cre,Ube2i,0.08290148,1.147953714322538e-98,3.67198485233139e-98
3471,Pdl1_wt+C57_vs_Pdl1_cre,Gsdmd,-0.4321519,1.1194870984069496e-98,3.5832176564099675e-98
3472,Pdl1_wt+C57_vs_Pdl1_cre,Ireb2,0.0074504754,7.136729971242741e-99,2.2857626510582958e-98
3473,Pdl1_wt+C57_vs_Pdl1_cre,Chmp3,-0.6807768,5.511049020411178e-99,1.7662171188334417e-98
3474,Pdl1_wt+C57_vs_Pdl1_cre,Tor2a,-0.31647336,3.7623754121721596e-99,1.2065631847106874e-98
3475,Pdl1_wt+C57_vs_Pdl1_cre,Cd68,-0.908445,2.7345940880284867e-99,8.775242310686286e-99
3476,Pdl1_wt+C57_vs_Pdl1_cre,Cep290,-0.6614595,2.53020377655724e-99,8.124567097784184e-99
3477,Pdl1_wt+C57_vs_Pdl1_cre,Def6,-0.081482396,1.5157369644725789e-99,4.873332847880366e-99
3478,Pdl1_wt+C57_vs_Pdl1_cre,Csk,-0.36956236,1.5152566554765775e-99,4.873332847880366e-99
3479,Pdl1_wt+C57_vs_Pdl1_cre,Aldh4a1,0.19833478,1.3982452172847746e-99,4.501360487284619e-99
3480,Pdl1_wt+C57_vs_Pdl1_cre,Arf2,-0.63366795,9.455790551840577e-100,3.046054536841308e-99
3481,Pdl1_wt+C57_vs_Pdl1_cre,Usp18,-0.73762333,9.338059190313222e-100,3.0100659566457176e-99
3482,Pdl1_wt+C57_vs_Pdl1_cre,Cdc25a,-0.2159736,7.981564862447544e-100,2.574466089008531e-99
3483,Pdl1_wt+C57_vs_Pdl1_cre,Cops5,0.08738005,7.958053381136084e-100,2.5685374097980163e-99
3484,Pdl1_wt+C57_vs_Pdl1_cre,Acvr1,0.2623139,7.669250071739908e-100,2.476920378008386e-99
3485,Pdl1_wt+C57_vs_Pdl1_cre,Tdrkh,-1.0104011,5.335304610637875e-100,1.7242436979246742e-99
3486,Pdl1_wt+C57_vs_Pdl1_cre,Pcmtd2,-0.12029077,3.3015903633507903e-100,1.0676848423084016e-99
3487,Pdl1_wt+C57_vs_Pdl1_cre,Stim2,-0.1189722,2.5687081252827525e-100,8.312186732492216e-100
3488,Pdl1_wt+C57_vs_Pdl1_cre,Kmt5c,-0.9272082,1.8742494918463394e-100,6.068882895331679e-100
3489,Pdl1_wt+C57_vs_Pdl1_cre,Trmt2a,-0.8623186,1.8023564128473325e-100,5.839868092371357e-100
3490,Pdl1_wt+C57_vs_Pdl1_cre,Gjc1,-1.0885689,1.5763467389672783e-100,5.110875502118003e-100
3491,Pdl1_wt+C57_vs_Pdl1_cre,Prkd3,-0.17215978,1.4963773558664292e-100,4.854740792914676e-100
3492,Pdl1_wt+C57_vs_Pdl1_cre,Polr2j,-1.0492679,8.065579043511154e-101,2.618436361337019e-100
3493,Pdl1_wt+C57_vs_Pdl1_cre,Sp1,0.22108388,7.361414433803628e-101,2.391384857600322e-100
3494,Pdl1_wt+C57_vs_Pdl1_cre,Gabbr1,0.179681,7.295956289698347e-101,2.371659557547398e-100
3495,Pdl1_wt+C57_vs_Pdl1_cre,Leo1,-0.020738937,5.619926995177368e-101,1.8280282350784863e-100
3496,Pdl1_wt+C57_vs_Pdl1_cre,Pja1,0.09128909,4.6274668733591325e-101,1.506183300912602e-100
3497,Pdl1_wt+C57_vs_Pdl1_cre,Acacb,-0.59440255,2.789116113659574e-101,9.084134850344715e-101
3498,Pdl1_wt+C57_vs_Pdl1_cre,Scn1a,-2.419884,1.4840634221956228e-101,4.836732741869328e-101
3499,Pdl1_wt+C57_vs_Pdl1_cre,Twf2,-0.922293,3.532091508095842e-102,1.151899028633732e-101
3500,Pdl1_wt+C57_vs_Pdl1_cre,Zc3h14,-0.36021423,3.300458368070381e-102,1.0770596212881569e-101
3501,Pdl1_wt+C57_vs_Pdl1_cre,Rab29,-0.5033831,1.5260436126756673e-102,4.98328396937664e-102
3502,Pdl1_wt+C57_vs_Pdl1_cre,Trpm7,-0.25397792,3.547862526685081e-103,1.15930808150036e-102
3503,Pdl1_wt+C57_vs_Pdl1_cre,Ndor1,-0.13914222,3.351769531582697e-103,1.0959476339061387e-102
3504,Pdl1_wt+C57_vs_Pdl1_cre,Slc9a3r1,0.253947,2.735131721943218e-103,8.94906496735147e-103
3505,Pdl1_wt+C57_vs_Pdl1_cre,Tcaf1,-0.8010261,1.9044747078348068e-103,6.235317454166804e-103
3506,Pdl1_wt+C57_vs_Pdl1_cre,Cdk6,-0.4651493,1.394524936882844e-103,4.568711933269318e-103
3507,Pdl1_wt+C57_vs_Pdl1_cre,Wdr45,0.093084514,9.085432367064315e-104,2.978498652883036e-103
3508,Pdl1_wt+C57_vs_Pdl1_cre,Abhd5,-0.033009287,3.728328408704303e-104,1.2230676287007694e-103
3509,Pdl1_wt+C57_vs_Pdl1_cre,Ccne1,-1.6178509,3.5197125872506953e-104,1.155388931919802e-103
3510,Pdl1_wt+C57_vs_Pdl1_cre,Eif4e,-0.4151951,2.138597233974658e-104,7.024814798738281e-104
3511,Pdl1_wt+C57_vs_Pdl1_cre,Smc1a,0.4741019,1.329764617523841e-104,4.3708481124913646e-104
3512,Pdl1_wt+C57_vs_Pdl1_cre,Hes6,-0.35592082,5.312018869441451e-105,1.7471725663879042e-104
3513,Pdl1_wt+C57_vs_Pdl1_cre,Xrcc5,-1.4437466,4.281955425212341e-105,1.409301042643851e-104
3514,Pdl1_wt+C57_vs_Pdl1_cre,Katna1,-0.30958474,2.414576043202262e-105,7.952215573862187e-105
3515,Pdl1_wt+C57_vs_Pdl1_cre,Erbin,0.5205494,1.5564899632628927e-105,5.1329306693636634e-105
3516,Pdl1_wt+C57_vs_Pdl1_cre,Bdh1,0.12613177,1.1771806360158817e-105,3.884618499601519e-105
3517,Pdl1_wt+C57_vs_Pdl1_cre,Ppp1r16b,-1.7774031,1.0051703811317661e-105,3.31918398941004e-105
3518,Pdl1_wt+C57_vs_Pdl1_cre,Etv6,0.0042460347,8.61807530381391e-107,2.847662374316332e-106
3519,Pdl1_wt+C57_vs_Pdl1_cre,Ube2b,0.5419531,8.327654932385609e-107,2.753516551619706e-106
3520,Pdl1_wt+C57_vs_Pdl1_cre,Diaph1,0.25908303,7.893713412681579e-107,2.6117600359473884e-106
3521,Pdl1_wt+C57_vs_Pdl1_cre,Lyplal1,-1.6215405,7.042379219659289e-107,2.3316237019586247e-106
3522,Pdl1_wt+C57_vs_Pdl1_cre,Pbx2,-0.5437792,6.73479887270491e-107,2.2312642724527317e-106
3523,Pdl1_wt+C57_vs_Pdl1_cre,Wrap53,-0.06222076,5.113621364538004e-107,1.6952840099918707e-106
3524,Pdl1_wt+C57_vs_Pdl1_cre,Parp2,-0.32463166,4.686136859846108e-107,1.55459251957519e-106
3525,Pdl1_wt+C57_vs_Pdl1_cre,Ufl1,-0.26643792,2.869543538191375e-107,9.52581893381036e-107
3526,Pdl1_wt+C57_vs_Pdl1_cre,Trim24,-0.5747078,2.3695455203140457e-107,7.871230839211753e-107
3527,Pdl1_wt+C57_vs_Pdl1_cre,Slc2a3,-1.288859,1.8368046093323044e-107,6.105606822255987e-107
3528,Pdl1_wt+C57_vs_Pdl1_cre,Creb1,-0.031390928,1.474300528471997e-107,4.90388601031948e-107
3529,Pdl1_wt+C57_vs_Pdl1_cre,Dxo,-0.099402994,4.969301173694306e-108,1.6540107497017086e-107
3530,Pdl1_wt+C57_vs_Pdl1_cre,Aldh2,-0.8163145,4.0948369431798025e-108,1.3638558707623482e-107
3531,Pdl1_wt+C57_vs_Pdl1_cre,Eps15,0.4226644,1.2450314412319151e-108,4.1495521936131604e-108
3532,Pdl1_wt+C57_vs_Pdl1_cre,Lpar5,-1.5233861,4.045749644206609e-109,1.3493019799399256e-108
3533,Pdl1_wt+C57_vs_Pdl1_cre,Smarca2,-0.09971702,3.1043488817684768e-109,1.0360247001421995e-108
3534,Pdl1_wt+C57_vs_Pdl1_cre,Ncstn,0.2713473,1.8325500710342341e-109,6.119910377316462e-109
3535,Pdl1_wt+C57_vs_Pdl1_cre,Smad4,0.12771934,1.2724881986374105e-109,4.252387131094044e-109
3536,Pdl1_wt+C57_vs_Pdl1_cre,Inpp4b,-0.8718864,1.0756154535870358e-109,3.596881069242953e-109
3537,Pdl1_wt+C57_vs_Pdl1_cre,Tab1,-0.8788104,3.094196577270455e-110,1.0353975979823461e-109
3538,Pdl1_wt+C57_vs_Pdl1_cre,Zbtb7a,0.09980392,1.4039034551973653e-110,4.700963676734455e-110
3539,Pdl1_wt+C57_vs_Pdl1_cre,Daglb,-1.0046698,7.72816214706944e-111,2.5895033271907373e-110
3540,Pdl1_wt+C57_vs_Pdl1_cre,Camta2,-0.6277094,4.8343871161341384e-111,1.6220470444616284e-110
3541,Pdl1_wt+C57_vs_Pdl1_cre,Akt1s1,-0.6680497,1.681081084472122e-111,5.6441930978319546e-111
3542,Pdl1_wt+C57_vs_Pdl1_cre,Hspa5,0.23063235,1.5462545837829389e-111,5.195000299608988e-111
3543,Pdl1_wt+C57_vs_Pdl1_cre,Prkcd,-0.12510812,1.1194856942152187e-111,3.763697370880715e-111
3544,Pdl1_wt+C57_vs_Pdl1_cre,Mrm3,-1.2517345,1.016536674878812e-111,3.419880775835573e-111
3545,Pdl1_wt+C57_vs_Pdl1_cre,Ccl2,-0.3135989,9.307513342910937e-112,3.133383442811846e-111
3546,Pdl1_wt+C57_vs_Pdl1_cre,Cr1l,-0.12285262,6.119235394337897e-112,2.061432865683413e-111
3547,Pdl1_wt+C57_vs_Pdl1_cre,Mettl14,-0.16892406,5.017414550848071e-112,1.691392406838077e-111
3548,Pdl1_wt+C57_vs_Pdl1_cre,Klhl18,0.39947978,1.37815118022715e-112,4.648938550011532e-112
3549,Pdl1_wt+C57_vs_Pdl1_cre,Azi2,0.06280331,1.0442506147874394e-112,3.524961953894755e-112
3550,Pdl1_wt+C57_vs_Pdl1_cre,Dlg5,0.053817905,8.170198263664573e-113,2.759784919561731e-112
3551,Pdl1_wt+C57_vs_Pdl1_cre,Dusp7,0.394055,1.068894598796928e-113,3.6130225263858345e-113
3552,Pdl1_wt+C57_vs_Pdl1_cre,Chuk,-0.42621213,4.31514695445491e-114,1.4595693009460324e-113
3553,Pdl1_wt+C57_vs_Pdl1_cre,Map3k7,-0.097917035,2.5606784901899162e-114,8.667178175720569e-114
3554,Pdl1_wt+C57_vs_Pdl1_cre,Pafah1b1,0.31786588,1.932826439273951e-114,6.546501458055073e-114
3555,Pdl1_wt+C57_vs_Pdl1_cre,Daxx,0.19028842,1.154229621833462e-114,3.9120335050090125e-114
3556,Pdl1_wt+C57_vs_Pdl1_cre,Huwe1,0.336406,9.62796027656422e-115,3.265417963718189e-114
3557,Pdl1_wt+C57_vs_Pdl1_cre,Kras,0.3476741,5.284738565333311e-115,1.7935865259700715e-114
3558,Pdl1_wt+C57_vs_Pdl1_cre,Hps4,-1.1481388,4.6572551192756705e-115,1.5816973627607872e-114
3559,Pdl1_wt+C57_vs_Pdl1_cre,Slc4a7,-0.50207293,3.906723624653798e-115,1.3277025434498922e-114
3560,Pdl1_wt+C57_vs_Pdl1_cre,Sp3,0.20197299,3.1221294986906157e-115,1.0617785509813331e-114
3561,Pdl1_wt+C57_vs_Pdl1_cre,Gria4,-1.8604337,2.850634079825625e-115,9.701070158808347e-115
3562,Pdl1_wt+C57_vs_Pdl1_cre,Smarcd2,0.2204423,2.1978386421497867e-115,7.48461240993322e-115
3563,Pdl1_wt+C57_vs_Pdl1_cre,Ubac1,-0.46297774,1.0299521276481113e-115,3.509830055143938e-115
3564,Pdl1_wt+C57_vs_Pdl1_cre,Rab3a,-0.811625,7.151621005017485e-116,2.43876122282817e-115
3565,Pdl1_wt+C57_vs_Pdl1_cre,Afap1l2,0.25331813,1.242690285898331e-116,4.2405641248855116e-116
3566,Pdl1_wt+C57_vs_Pdl1_cre,Fen1,-1.3070334,9.103310305853835e-117,3.1085382940725984e-116
3567,Pdl1_wt+C57_vs_Pdl1_cre,Hsf2,-0.7136905,7.941282525459099e-117,2.7135877353206997e-116
3568,Pdl1_wt+C57_vs_Pdl1_cre,Usp32,0.11251682,3.6767830329377296e-117,1.257238788448516e-116
3569,Pdl1_wt+C57_vs_Pdl1_cre,Paxip1,-0.06961815,2.0274944212353218e-117,6.93755097245661e-117
3570,Pdl1_wt+C57_vs_Pdl1_cre,Ambra1,0.11189714,1.3044165632904839e-117,4.4664222406512734e-117
3571,Pdl1_wt+C57_vs_Pdl1_cre,Mta3,0.18206748,5.655133155231865e-118,1.937686281662609e-117
3572,Pdl1_wt+C57_vs_Pdl1_cre,Ehmt1,-0.49776694,1.4860167240699842e-118,5.095205288146809e-118
3573,Pdl1_wt+C57_vs_Pdl1_cre,Rnf19a,0.1095038,8.850488469084174e-119,3.036706324622027e-118
3574,Pdl1_wt+C57_vs_Pdl1_cre,Sema6a,0.32228422,7.963657220707016e-119,2.734298219949199e-118
3575,Pdl1_wt+C57_vs_Pdl1_cre,Cd47,-0.17726465,4.840453306041334e-119,1.6630960363790608e-118
3576,Pdl1_wt+C57_vs_Pdl1_cre,Wrap73,-0.47708672,2.8623542397453974e-119,9.841308601761992e-119
3577,Pdl1_wt+C57_vs_Pdl1_cre,Dgat1,-0.32533094,9.742335165902824e-120,3.351898958110621e-119
3578,Pdl1_wt+C57_vs_Pdl1_cre,B3gnt2,-0.37620926,8.66059197654566e-120,2.9817691495589804e-119
3579,Pdl1_wt+C57_vs_Pdl1_cre,Thap12,0.26303983,7.192800306708774e-120,2.4781251435226513e-119
3580,Pdl1_wt+C57_vs_Pdl1_cre,Polr1e,-0.6397028,4.833262231375714e-120,1.6663437142057042e-119
3581,Pdl1_wt+C57_vs_Pdl1_cre,Mllt10,-0.39646462,3.9037787777464985e-120,1.346817130351411e-119
3582,Pdl1_wt+C57_vs_Pdl1_cre,Spsb2,-0.11381599,3.304941180606907e-120,1.1410024517322879e-119
3583,Pdl1_wt+C57_vs_Pdl1_cre,Chd6,-0.25385672,2.6353936739772814e-120,9.104748607267267e-120
3584,Pdl1_wt+C57_vs_Pdl1_cre,Tmem94,-0.7090634,7.936836428672787e-121,2.743909058144749e-120
3585,Pdl1_wt+C57_vs_Pdl1_cre,Isca1,-0.88583004,2.0734529367608333e-121,7.173258743209904e-121
3586,Pdl1_wt+C57_vs_Pdl1_cre,Actr1a,0.17927434,1.59148617162823e-121,5.509667894309073e-121
3587,Pdl1_wt+C57_vs_Pdl1_cre,Arid1a,-0.2619665,1.5258791925344473e-121,5.286194628254286e-121
3588,Pdl1_wt+C57_vs_Pdl1_cre,Ppp1r10,-0.037305735,3.5801310879043274e-122,1.2420052824704824e-121
3589,Pdl1_wt+C57_vs_Pdl1_cre,Cers4,0.52693003,3.281012375523771e-122,1.1390255167733702e-121
3590,Pdl1_wt+C57_vs_Pdl1_cre,Nfia,-1.0903908,2.433312850484581e-122,8.453271429233736e-122
3591,Pdl1_wt+C57_vs_Pdl1_cre,Rtf1,-0.1348692,2.4008801234062397e-122,8.346392984563636e-122
3592,Pdl1_wt+C57_vs_Pdl1_cre,Ift27,-1.1342974,1.2933534054982148e-122,4.499323938793651e-122
3593,Pdl1_wt+C57_vs_Pdl1_cre,Rp2,-0.6884177,8.06330901201871e-123,2.8070184224037316e-122
3594,Pdl1_wt+C57_vs_Pdl1_cre,Wdr82,-0.43310747,7.682101318775675e-123,2.6761725262206703e-122
3595,Pdl1_wt+C57_vs_Pdl1_cre,Ndufaf6,-0.56473047,6.219433094745185e-123,2.1681394200762113e-122
3596,Pdl1_wt+C57_vs_Pdl1_cre,Pdxk,-1.5974582,6.187497945061165e-123,2.1585097360959018e-122
3597,Pdl1_wt+C57_vs_Pdl1_cre,Tbc1d1,-0.9476567,4.915613296089435e-123,1.7160083793740386e-122
3598,Pdl1_wt+C57_vs_Pdl1_cre,Dicer1,-0.14698628,3.379414416150208e-123,1.1805546801987397e-122
3599,Pdl1_wt+C57_vs_Pdl1_cre,Stxbp4,-0.5217601,2.623038944915867e-123,9.169645920564826e-123
3600,Pdl1_wt+C57_vs_Pdl1_cre,Mlh1,-0.1695353,5.691713530328778e-124,1.9911053761583412e-123
3601,Pdl1_wt+C57_vs_Pdl1_cre,Gusb,-1.0044106,2.966922699628117e-124,1.038630421981703e-123
3602,Pdl1_wt+C57_vs_Pdl1_cre,Myo18a,0.49520487,2.9164003253635972e-124,1.021658504462573e-123
3603,Pdl1_wt+C57_vs_Pdl1_cre,Mindy1,0.021479769,1.6448963006261603e-124,5.766352157517198e-124
3604,Pdl1_wt+C57_vs_Pdl1_cre,Cpne4,-1.4138404,4.6397966473376507e-125,1.6276679759335866e-124
3605,Pdl1_wt+C57_vs_Pdl1_cre,Mavs,-0.26711607,4.004409286516035e-125,1.4057554620125715e-124
3606,Pdl1_wt+C57_vs_Pdl1_cre,Prkaca,0.15509051,2.4792851958873334e-125,8.709685396920696e-125
3607,Pdl1_wt+C57_vs_Pdl1_cre,Stx8,-0.41120097,1.1819143150512369e-125,4.154960014850064e-125
3608,Pdl1_wt+C57_vs_Pdl1_cre,Stat5a,-1.5084808,8.343268880705193e-126,2.9350951522705693e-125
3609,Pdl1_wt+C57_vs_Pdl1_cre,Nr2c2,-0.46181902,5.865077442675625e-126,2.064738233335737e-125
3610,Pdl1_wt+C57_vs_Pdl1_cre,Ing3,-0.57656455,2.0474617944275e-126,7.212944224422284e-126
3611,Pdl1_wt+C57_vs_Pdl1_cre,Pde10a,-1.7247488,1.7737620454347162e-126,6.25313577425788e-126
3612,Pdl1_wt+C57_vs_Pdl1_cre,Med15,-0.1186209,1.1422750641297773e-126,4.029759669509278e-126
3613,Pdl1_wt+C57_vs_Pdl1_cre,Itga5,-0.30227238,3.990412265570982e-127,1.4097391532426489e-126
3614,Pdl1_wt+C57_vs_Pdl1_cre,Phf6,-0.25270814,1.2187908267625542e-127,4.30880429291903e-127
3615,Pdl1_wt+C57_vs_Pdl1_cre,Golga2,0.23550954,1.2066773568749107e-127,4.268994239233783e-127
3616,Pdl1_wt+C57_vs_Pdl1_cre,Dnmt3a,-0.8421922,1.1404230094044063e-127,4.037452323252092e-127
3617,Pdl1_wt+C57_vs_Pdl1_cre,Inpp5d,-0.32810426,3.2870110309510504e-128,1.1645277580283765e-127
3618,Pdl1_wt+C57_vs_Pdl1_cre,Vps51,-0.105669126,2.644803324453612e-128,9.376689406667693e-128
3619,Pdl1_wt+C57_vs_Pdl1_cre,Hmga1b,-0.9534856,1.8623511142641242e-128,6.607320820698941e-128
3620,Pdl1_wt+C57_vs_Pdl1_cre,Tnfrsf14,-1.4354506,5.7881138397664e-129,2.0549856653808934e-128
3621,Pdl1_wt+C57_vs_Pdl1_cre,Ube2r2,0.18497223,4.105419984543125e-129,1.4586041478085795e-128
3622,Pdl1_wt+C57_vs_Pdl1_cre,Hmga2,-1.4835135,3.4536787838897506e-129,1.2279201698971657e-128
3623,Pdl1_wt+C57_vs_Pdl1_cre,Kdm2a,-0.031048,1.8557503643074473e-129,6.602619988431472e-129
3624,Pdl1_wt+C57_vs_Pdl1_cre,Kif4,-1.0048844,9.953425851540484e-130,3.5438726751644144e-129
3625,Pdl1_wt+C57_vs_Pdl1_cre,Fbxo21,-1.6526829,8.580848152286714e-130,3.057347035611907e-129
3626,Pdl1_wt+C57_vs_Pdl1_cre,Babam2,-1.4999061,7.840904491507127e-130,2.7956957182681395e-129
3627,Pdl1_wt+C57_vs_Pdl1_cre,Psmd6,0.39791173,4.1577366607480125e-130,1.4835088897864966e-129
3628,Pdl1_wt+C57_vs_Pdl1_cre,Dmap1,-0.37553132,3.3845485076840715e-130,1.2093540206614178e-129
3629,Pdl1_wt+C57_vs_Pdl1_cre,Ryk,-0.48955777,2.6598019914046943e-130,9.510691977837072e-130
3630,Pdl1_wt+C57_vs_Pdl1_cre,Il17ra,-0.16133611,2.2044487324233738e-130,7.88811319121616e-130
3631,Pdl1_wt+C57_vs_Pdl1_cre,Sh3bp2,-0.3801096,2.1282904670665645e-130,7.621045835575982e-130
3632,Pdl1_wt+C57_vs_Pdl1_cre,Brip1,-1.5401785,2.081538573831395e-130,7.458970723407275e-130
3633,Pdl1_wt+C57_vs_Pdl1_cre,Ptch1,-0.31002608,1.998461386560556e-130,7.166402364700677e-130
3634,Pdl1_wt+C57_vs_Pdl1_cre,Abhd17c,-0.12220802,1.8219785237672586e-130,6.538225440845087e-130
3635,Pdl1_wt+C57_vs_Pdl1_cre,Ddr1,0.435002,2.261953102671184e-131,8.122910496393077e-131
3636,Pdl1_wt+C57_vs_Pdl1_cre,Tsc1,-0.84074146,2.104018589879128e-131,7.561175205265552e-131
3637,Pdl1_wt+C57_vs_Pdl1_cre,Togaram1,-0.527311,1.3830895646960859e-131,4.973955719014803e-131
3638,Pdl1_wt+C57_vs_Pdl1_cre,Kat6a,0.096371375,6.237073101831938e-132,2.244628896317087e-131
3639,Pdl1_wt+C57_vs_Pdl1_cre,Plau,-0.8847404,2.6463666905694605e-132,9.530727807906993e-132
3640,Pdl1_wt+C57_vs_Pdl1_cre,Speg,-1.014542,1.6471474386773193e-132,5.93637154644972e-132
3641,Pdl1_wt+C57_vs_Pdl1_cre,Mpp2,-2.3415895,5.3492048100687934e-133,1.9306502724732792e-132
3642,Pdl1_wt+C57_vs_Pdl1_cre,Spi1,-1.6202041,4.502439386094013e-133,1.626205740749396e-132
3643,Pdl1_wt+C57_vs_Pdl1_cre,Bcor,-0.052088335,2.5192700952985776e-133,9.105751694631538e-133
3644,Pdl1_wt+C57_vs_Pdl1_cre,Bace1,-0.66626763,2.4661559035535544e-133,8.920214200281137e-133
3645,Pdl1_wt+C57_vs_Pdl1_cre,Arhgap35,-0.39927614,5.372746358689413e-134,1.944755478785192e-133
3646,Pdl1_wt+C57_vs_Pdl1_cre,Ubxn7,0.051614963,2.0113582218165782e-134,7.285715816507808e-134
3647,Pdl1_wt+C57_vs_Pdl1_cre,Col4a1,0.2738723,1.9834510905449372e-134,7.189830672894971e-134
3648,Pdl1_wt+C57_vs_Pdl1_cre,Rab21,-0.080667995,1.7630836991622947e-134,6.395649998555396e-134
3649,Pdl1_wt+C57_vs_Pdl1_cre,Cers5,-0.6714159,1.271871656728519e-134,4.6171062462530575e-134
3650,Pdl1_wt+C57_vs_Pdl1_cre,Wdr59,-0.6271674,1.258192230224388e-134,4.57076219484999e-134
3651,Pdl1_wt+C57_vs_Pdl1_cre,Mlec,0.12653911,8.547365453788161e-135,3.1073428802951e-134
